CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,name_clean,zip_clean,address_raw_ins,address_clean_ins,yelp_id,name,rating,review_count,price,categories,address1,city,state,postal_code,latitude,longitude,url,address_raw_yelp,address_clean_yelp,name_clean_ins,address_clean,name_clean_yelp
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019,2126641591,American,6/22/2019,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,A,6/22/2019,11/26/2025,Cycle Inspection / Initial Inspection,40.76156716,-73.98396163,105.0,3.0,13100.0,1024812.0,1010220043.0,MN17,POINT (-73.983961634192 40.76156716221),,10019,1633 BROADWAY,,48zWqDzLbu0MbLkZBIC7ug,Rosetta Bakery,4.4,46,$$,"Patisserie/Cake Shop, Sandwiches, Coffee & Tea",1633 Broadway,New York,NY,10019,40.76209,-73.98444,https://www.yelp.com/biz/rosetta-bakery-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1633 Broadway,,CIRCLE IN THE SQUARE THEATRE,1633 BROADWAY,ROSETTA BAKERY
40824179,COMMUNITY FOOD AND JUICE,Manhattan,2893,BROADWAY,10025,2126652800,American,5/2/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,19.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.80589907,-73.96544912,109.0,7.0,19900.0,1057337.0,1018950023.0,MN09,POINT (-73.965449124356 40.805899071211),,10025,2893 BROADWAY,,8lLs3dsSN-Am2_EtNfbXqA,Community Food & Juice,3.5,1048,$$,"New American, Breakfast & Brunch, Bars",2893 Broadway,New York,NY,10025,40.8057975769043,-73.9656753540039,https://www.yelp.com/biz/community-food-and-juice-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2893 Broadway,,COMMUNITY FOOD AND JUICE,2893 BROADWAY,COMMUNITY FOOD JUICE
50154787,CANTO,Manhattan,2014,BROADWAY,10023,6463603857,Italian,3/20/2025,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,11/26/2025,Trans Fat / Initial Inspection,40.77604274,-73.98213478,107.0,6.0,15300.0,1028948.0,1011400046.0,MN14,POINT (-73.982134784722 40.776042737468),,10023,2014 BROADWAY,,UHC5GxgWw6nQRYPQ_ljOsA,Canto - Upper West Side,4.3,150,,"Italian, Cocktail Bars, Tapas/Small Plates",2014 Broadway,New York,NY,10023,40.775881,-73.981844,https://www.yelp.com/biz/canto-upper-west-side-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2014 Broadway,,CANTO,2014 BROADWAY,CANTO UPPER WEST SIDE
41375676,AU ZA'ATAR,Manhattan,188,AVENUE A,10009,2122545660,Middle Eastern,6/14/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.72892333,-73.98142586,103.0,2.0,3400.0,1005166.0,1004050008.0,MN22,POINT (-73.981425859683 40.72892332511),,10009,188 AVENUE A,,0FaLilJs2VN83hOEBcBnPg,Au Za'atar - East Village,4.2,1867,$$,"Wine Bars, Lebanese, Mediterranean",188 Avenue A,New York,NY,10009,40.728901,-73.981185,https://www.yelp.com/biz/au-zaatar-east-village-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,188 Avenue A,,AU ZA ATAR,188 AVENUE A,AU ZA ATAR EAST VILLAGE
50146342,MIMI'S PIZZA,Manhattan,2393,BROADWAY,10024,2129708887,Pizza,2/26/2024,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Critical,11.0,A,2/26/2024,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.7893783,-73.97563804,107.0,6.0,17500.0,1033227.0,1012357501.0,MN12,POINT (-73.975638040396 40.789378296615),,10024,2393 BROADWAY,,S4UrW1Kc5KiWZ2Cu17iqIw,Mimi’s Pizza - Broadway,4.3,40,,Pizza,2393 Broadway,New York,NY,10024,40.789523,-73.975874,https://www.yelp.com/biz/mimi-s-pizza-broadway-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2393 Broadway,,MIMI S PIZZA,2393 BROADWAY,MIMI S PIZZA BROADWAY
40750262,MARRIOTT MARQUIS - Main Kitchen/5th Floor Emplyee Cafe,Manhattan,1535,BROADWAY,10036,9298220421,American,3/8/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,3/8/2022,11/26/2025,Cycle Inspection / Initial Inspection,40.75825993,-73.98546765,105.0,3.0,11900.0,1024727.0,1010170029.0,MN17,POINT (-73.985467647469 40.75825992874),,10036,1535 BROADWAY,,8UE6djZm_RkoSPdUsW6yjQ,The View,4.4,75,,"Lounges, American, Cocktail Bars",1535 Broadway,New York,NY,10036,40.75873736147128,-73.98622,https://www.yelp.com/biz/the-view-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1535 Broadway,,MARRIOTT MARQUIS MAIN KITCHEN 5TH FLOOR EMPLYEE CAFE,1535 BROADWAY,THE VIEW
50162420,MADRAS DOSA CO,Manhattan,1450,BROADWAY,10018,6015224662,Indian,12/16/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,20.0,N,,11/26/2025,Pre-permit (Non-operational) / Initial Inspection,40.7549197,-73.9866595,105.0,4.0,11300.0,1022568.0,1009930047.0,MN17,POINT (-73.98665949548 40.754919701351),,10018,1450 BROADWAY,,s74o_tMswBm3g_gk23rtKw,El Rey Tacos,3.9,10,,"Tacos, Fish & Chips",1450 Broadway,New York,NY,10018,40.754669,-73.986273,https://www.yelp.com/biz/el-rey-tacos-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1450 Broadway,,MADRAS DOSA CO,1450 BROADWAY,EL REY TACOS
50176321,DREAMER'S PIZZA II,Manhattan,2345,BROADWAY,10024,6464076125,Pizza,10/29/2025,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.78792383,-73.97683751,107.0,6.0,17100.0,1081052.0,1012330011.0,MN12,POINT (-73.976837506379 40.787923826688),,10024,2345 BROADWAY,,KGhf2GDd_ubsVoBVGoQ1aA,Dreamers Pizza II,4.2,5,,Pizza,2345 Broadway,New York,NY,10024,40.788162,-73.97716,https://www.yelp.com/biz/dreamers-pizza-ii-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2345 Broadway,,DREAMER S PIZZA II,2345 BROADWAY,DREAMERS PIZZA II
50131351,WONDER,Manhattan,2030,BROADWAY,10023,2019141589,American,10/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,10/30/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.77672069,-73.98210933,107.0,6.0,15300.0,1029658.0,1011410051.0,MN14,POINT (-73.982109327725 40.776720687854),,10023,2030 BROADWAY,,j7EApOJDGUrU7HAs2DyCOw,Wonder - Upper West Side,3.9,109,$$,"Food Delivery Services, Food Court",2030 Broadway,New York,NY,10023,40.77673,-73.98177040000002,https://www.yelp.com/biz/wonder-upper-west-side-new-york-6?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2030 Broadway,,WONDER,2030 BROADWAY,WONDER UPPER WEST SIDE
50131351,WONDER,Manhattan,2030,BROADWAY,10023,2019141589,American,10/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,10/30/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.77672069,-73.98210933,107.0,6.0,15300.0,1029658.0,1011410051.0,MN14,POINT (-73.982109327725 40.776720687854),,10023,2030 BROADWAY,,bLnJqhQ8gWawYOujyDRC1A,Barrio Cafe,5.0,1,,Mexican,2030 Broadway,New York,NY,10023,40.776739,-73.981689,https://www.yelp.com/biz/barrio-cafe-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2030 Broadway,,WONDER,2030 BROADWAY,BARRIO CAFE
50131351,WONDER,Manhattan,2030,BROADWAY,10023,2019141589,American,10/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,10/30/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.77672069,-73.98210933,107.0,6.0,15300.0,1029658.0,1011410051.0,MN14,POINT (-73.982109327725 40.776720687854),,10023,2030 BROADWAY,,9fKBDFJZ_hDVtSSpyEmcww,Limesalt,3.6,9,,Mexican,2030 Broadway,New York,NY,10023,40.776739,-73.981689,https://www.yelp.com/biz/limesalt-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2030 Broadway,,WONDER,2030 BROADWAY,LIMESALT
50116426,ANA BAR AND EATERY,Manhattan,20,HUDSON YARDS,10001,9179338794,American,5/7/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,33.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.75303757,-74.00028153,104.0,3.0,9900.0,1088961.0,1007027501.0,MN13,POINT (-74.000281528635 40.753037571144),,10001,20 HUDSON YARDS,,OOAFPiztVlStZIUDwcixqA,Miznon - Hudson Yards,4.0,142,$$,"Sandwiches, Mediterranean",20 Hudson Yards,New York,NY,10001,40.75362904650455,-74.00027654458853,https://www.yelp.com/biz/miznon-hudson-yards-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,20 Hudson Yards,,ANA BAR AND EATERY,20 HUDSON YARDS,MIZNON HUDSON YARDS
50116426,ANA BAR AND EATERY,Manhattan,20,HUDSON YARDS,10001,9179338794,American,5/7/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,33.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.75303757,-74.00028153,104.0,3.0,9900.0,1088961.0,1007027501.0,MN13,POINT (-74.000281528635 40.753037571144),,10001,20 HUDSON YARDS,,Et1WaiR1cIK-AeICefFKGQ,Bond ST,4.2,83,,"Sushi Bars, Japanese, Seafood",20 Hudson Yards,New York,NY,10001,40.753410334097104,-74.00105500000001,https://www.yelp.com/biz/bond-st-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,20 Hudson Yards,,ANA BAR AND EATERY,20 HUDSON YARDS,BOND ST
50141122,ALLURE,Manhattan,2175,BROADWAY,10024,6469929077,Asian/Asian Fusion,2/26/2025,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A,2/26/2025,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.78224568,-73.98089818,107.0,6.0,16300.0,1030866.0,1011680056.0,MN12,POINT (-73.980898175625 40.782245681821),,10024,2175 BROADWAY,,fPQ2eE9lm8tc87O5-GLjyA,Mille-Feuille Bakery,4.4,494,$$,"Coffee & Tea, Bakeries, French",2175 Broadway,New York,NY,10024,40.782425,-73.9811603,https://www.yelp.com/biz/mille-feuille-bakery-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2175 Broadway,,ALLURE,2175 BROADWAY,MILLE FEUILLE BAKERY
40750279,VIEW RESTAURANT,Manhattan,1535,BROADWAY,10036,2127048900,American,5/20/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,5/20/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.75825993,-73.98546765,105.0,3.0,11900.0,1024727.0,1010170029.0,MN17,POINT (-73.985467647469 40.75825992874),,10036,1535 BROADWAY,,8UE6djZm_RkoSPdUsW6yjQ,The View,4.4,75,,"Lounges, American, Cocktail Bars",1535 Broadway,New York,NY,10036,40.75873736147128,-73.98622,https://www.yelp.com/biz/the-view-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1535 Broadway,,VIEW RESTAURANT,1535 BROADWAY,THE VIEW
40750343,VIEW LOUNGE,Manhattan,1535,BROADWAY,10036,2127048900,American,2/7/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,A,2/7/2020,11/26/2025,Cycle Inspection / Initial Inspection,40.75825993,-73.98546765,105.0,3.0,11900.0,1024727.0,1010170029.0,MN17,POINT (-73.985467647469 40.75825992874),,10036,1535 BROADWAY,,8UE6djZm_RkoSPdUsW6yjQ,The View,4.4,75,,"Lounges, American, Cocktail Bars",1535 Broadway,New York,NY,10036,40.75873736147128,-73.98622,https://www.yelp.com/biz/the-view-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1535 Broadway,,VIEW LOUNGE,1535 BROADWAY,THE VIEW
50140991,FRANKLIN SQUARE CAFE @ HARPER COLLINS,Manhattan,195,BROADWAY,10007,2122077788,American,3/1/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20.0,,,11/26/2025,Pre-permit (Non-operational) / Initial Inspection,40.71052901,-74.00937828,101.0,1.0,1300.0,1001227.0,1000800001.0,MN25,POINT (-74.009378280217 40.710529012969),,10007,195 BROADWAY,,SKoMUaQewpMdj1Mg8QvBNw,Nobu Downtown,3.8,698,$$$$,"Japanese, Sushi Bars, Asian Fusion",195 Broadway,New York,NY,10007,40.7107732,-74.0095804,https://www.yelp.com/biz/nobu-downtown-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,195 Broadway,,FRANKLIN SQUARE CAFE HARPER COLLINS,195 BROADWAY,NOBU DOWNTOWN
41219536,BROOKLYN DINER,Manhattan,1500,BROADWAY,10036,2122655400,American,4/18/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,9.0,A,4/18/2023,11/26/2025,Cycle Inspection / Initial Inspection,40.75684919,-73.98597329,105.0,4.0,11900.0,1022610.0,1009960001.0,MN17,POINT (-73.985973293277 40.75684918547),,10036,1500 BROADWAY,,0jpfuQhu38nnP4kMMxJeJg,Gordon Ramsay Fish & Chips,4.1,487,$$,"Fish & Chips, Juice Bars & Smoothies, Seafood",1500 Broadway,New York,NY,10036,40.7567926,-73.98567129999999,https://www.yelp.com/biz/gordon-ramsay-fish-and-chips-new-york-4?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1500 Broadway,,BROOKLYN DINER,1500 BROADWAY,GORDON RAMSAY FISH CHIPS
50135137,MAMAZUL,Manhattan,1155,BROADWAY,10001,2125006988,Mexican,12/13/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,30.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.74430321,-73.98892439,105.0,3.0,5800.0,1015657.0,1008280053.0,MN13,POINT (-73.988924388804 40.744303206774),,10001,1155 BROADWAY,,LvLU1QT2SItRSsI0N-L1Fg,Mamazul Mexican Grill,4.0,154,,"Breakfast & Brunch, Tacos",1155 Broadway,New York,NY,10001,40.744439,-73.989197,https://www.yelp.com/biz/mamazul-mexican-grill-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1155 Broadway,,MAMAZUL,1155 BROADWAY,MAMAZUL MEXICAN GRILL
50128982,THE HIGHLIGHT ROOM,Manhattan,145,BOWERY,10002,2124813763,New American,9/23/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,9/23/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.71910667,-73.99452743,103.0,1.0,1800.0,1005635.0,1004230009.0,MN27,POINT (-73.994527427259 40.719106667877),,10002,145 BOWERY,,kxcdTBv7LbWwLrp7ovvdsQ,Sake No Hana,3.8,183,,Japanese,145 Bowery,New York,NY,10002,40.7191250357781,-73.9941548158991,https://www.yelp.com/biz/sake-no-hana-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,145 Bowery,,THE HIGHLIGHT ROOM,145 BOWERY,SAKE NO HANA
50130366,BLACKROCK HY FOOD HALL,Manhattan,50,HUDSON YARDS,10001,7043285184,American,8/26/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,8/26/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.75424252,-73.99939001,104.0,3.0,9900.0,1000000.0,1007050039.0,MN13,POINT (-73.999390010214 40.754242519519),,10001,50 HUDSON YARDS,,qwgLrsefMv3HCspzThGd1g,Locanda Verde,4.0,37,,"Italian, Desserts, Breakfast & Brunch",50 Hudson Yards,New York,NY,10001,40.75493742530303,-74.00045130029837,https://www.yelp.com/biz/locanda-verde-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,50 Hudson Yards,,BLACKROCK HY FOOD HALL,50 HUDSON YARDS,LOCANDA VERDE
40762853,GREAT N.Y. NOODLETOWN,Manhattan,28,BOWERY,10013,2123490923,Chinese,10/4/2022,Violations were cited in the following area(s).,20-04,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.71497039,-73.99686167,103.0,1.0,2900.0,1001801.0,1001630033.0,MN27,POINT (-73.99686167325 40.714970389858),,10013,28 BOWERY,,d_TC6Om2EBTzHVm_lCgNtg,Great NY Noodle Town,3.6,1613,$,"Cantonese, Noodles",28 Bowery,New York,NY,10013,40.715,-73.99706,https://www.yelp.com/biz/great-ny-noodle-town-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,28 Bowery,,GREAT N Y NOODLETOWN,28 BOWERY,GREAT NY NOODLE TOWN
50131998,BAN BAN SHOP,Manhattan,2911,BROADWAY,10025,9174001783,Fusion,3/3/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,5.0,A,3/3/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.80644515,-73.96504788,109.0,7.0,19900.0,1057350.0,1018950055.0,MN09,POINT (-73.965047880153 40.806445154363),,10025,2911 BROADWAY,,l4PVoKhLuMWYZ29WQiDy1g,Dos Toros Taqueria,3.3,57,,Mexican,2911 Broadway,New York,NY,10025,40.80656,-73.96529,https://www.yelp.com/biz/dos-toros-taqueria-new-york-37?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2911 Broadway,,BAN BAN SHOP,2911 BROADWAY,DOS TOROS TAQUERIA
50162860,TRADITAS PIZZA,Manhattan,1165,BROADWAY,10001,9292730000,,1/1/1900,,,,Not Applicable,,,,11/26/2025,,40.74471219,-73.98906146,105.0,3.0,5800.0,1015683.0,1008290022.0,MN13,POINT (-73.989061458322 40.74471218949),,10001,1165 BROADWAY,,PGIDfBgA-cXo5M_TgkUT2Q,Ol Days,4.1,198,$$,"Breakfast & Brunch, Salad, Cafes",1165 Broadway,New York,NY,10001,40.7449748757178,-73.98895334439388,https://www.yelp.com/biz/ol-days-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1165 Broadway,,TRADITAS PIZZA,1165 BROADWAY,OL DAYS
50049736,CHOP'T,Manhattan,1450,BROADWAY,10018,2125244619,Salads,4/29/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,4/29/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.7549197,-73.9866595,105.0,4.0,11300.0,1022568.0,1009930047.0,MN17,POINT (-73.98665949548 40.754919701351),,10018,1450 BROADWAY,,s74o_tMswBm3g_gk23rtKw,El Rey Tacos,3.9,10,,"Tacos, Fish & Chips",1450 Broadway,New York,NY,10018,40.754669,-73.986273,https://www.yelp.com/biz/el-rey-tacos-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1450 Broadway,,CHOP T,1450 BROADWAY,EL REY TACOS
40983698,YUCA BAR & RESTAURANT,Manhattan,111,AVENUE A,10009,2129829533,Latin American,8/26/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,8/26/2021,11/26/2025,Cycle Inspection / Re-inspection,40.72614319,-73.98347591,103.0,2.0,3200.0,1077644.0,1004350037.0,MN22,POINT (-73.983475912993 40.726143190791),,10009,111 AVENUE A,,AgAkUVLN_axMY-bzbNCfCw,Yuca Bar,4.0,2204,$$,"Latin American, Tapas Bars, Cocktail Bars",111 Avenue A,New York,NY,10009,40.7262,-73.9836,https://www.yelp.com/biz/yuca-bar-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,111 Avenue A,,YUCA BAR RESTAURANT,111 AVENUE A,YUCA BAR
50001254,JUICE GENERATION,Manhattan,2345,BROADWAY,10024,2127990920,"Juice, Smoothies, Fruit Salads",9/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,9/17/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.78792383,-73.97683751,107.0,6.0,17100.0,1081052.0,1012330011.0,MN12,POINT (-73.976837506379 40.787923826688),,10024,2345 BROADWAY,,KGhf2GDd_ubsVoBVGoQ1aA,Dreamers Pizza II,4.2,5,,Pizza,2345 Broadway,New York,NY,10024,40.788162,-73.97716,https://www.yelp.com/biz/dreamers-pizza-ii-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,2345 Broadway,,JUICE GENERATION,2345 BROADWAY,DREAMERS PIZZA II
50071921,W - TIMES SQUARE (EMPLOYEE DINING),Manhattan,1567,BROADWAY,10036,2129307400,American,11/17/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,11/17/2022,11/26/2025,Cycle Inspection / Re-inspection,40.75923977,-73.98516783,105.0,3.0,12500.0,1024742.0,1010187501.0,MN17,POINT (-73.985167829517 40.759239769286),,10036,1567 BROADWAY,,2iwT3iutZvmqzmu7oOkWFw,Dos Caminos,3.7,925,$$,"Mexican, Bars",1567 Broadway,New York,NY,10036,40.7593727,-73.9853281,https://www.yelp.com/biz/dos-caminos-new-york-7?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1567 Broadway,,W TIMES SQUARE EMPLOYEE DINING,1567 BROADWAY,DOS CAMINOS
